shortname,website,region,rating_google,reviews,field_lcp,field_cls,field_inp,field_fcp,field_speed_problem,field_ux_problem,perf_score,issues,category,accessibility,best_practices,seo,concatenated_reviews,title,mobile,mobile_lcp,mobile_cls,mobile_inp,desktop,desktop_lcp,desktop_cls,desktop_inp,lab_speed_problem,lab_ux_problem,fh_score,rating,img_sav_kb,js_sav_kb,css_sav_kb,photo_url,fh_site,account_tier,latitude,longitude
weliketuscany.it,https://weliketuscany.it,EMEA,5,413,2.3 s,0.0,n/a,1.9 s,🟢 Stable,⚪ n/a,76,"High LCP (avg: 10.0s), Desktop bonus (+2)",We Like Tuscany Tour Operator,n/a,n/a,n/a,"Although we didn’t have great weather, including thunder and some showers. It was still a highlight of our Florence trip. The tour guide Luca was super friendly and helpful. We have been considering m..., We had an amazing time on our bike tour today! Ale was our guide and he is exceptionally knowledgeable about the history of Florence, the countryside, and all the nature we passed through. The vineyar..., Claudio took us on a fabulous tour of Tuscany and while only a mile or so outside of Florence it did feel like a completely different scenery. We loved the prosciutto, cheese and wine tasting towards ..., Great way to escape the crowds of Florence and appreciate the amazing countryside. Fun stop at olive farm, but be sure to buy a bottle of wine to share with the group. Wine not included in your price...., Great tour of the Tuscany hills with Gabriele. Knowledgeable and a historian too. The e-bikes were excellent. Superb value for money.","We Like Tuscany | Florence Bike, Fiat 500, Food & Hiking Tours",62,18.6 s,0.006,19.3 s,91,1.4 s,0.012,3.0 s,🟡 Borderline,⚪ n/a,74,Needs Improvement,30.5,1249.6,148.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdt4wHKaeQ50Qy5ZfCl3Y6oa_pPuSlHN-qzxVe0UU6AzXny8Cj0cLVQcry2WWL01D29JzXoI_rCm3RTSW5ubwGM5tcumaX1OwSteoa3b4tZwKVAiF0bdeqQFRWifty8-A4UsjRX6drk3blazl-tvvWNAERpV_Ii1FSk1n8EJ223VyOOit3kmMC9bHVl351xttFmccOO4E3nrEkckAeZcNKjJnR1xahVhkijEjMF06xketqaCxBqD_ISu47eg3pWtCifGVkcWsY-6MxydWGzh2KzKuIU2mWZGkLRVWKJv_gxcJTeCZNmnh-7IsBotEltDnWrxEzC-qA&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,43.7661301,11.2431849
foodlovertour.com,https://foodlovertour.com,EMEA,n/a,n/a,2.1 s,0.036,n/a,1.3 s,🟢 Stable,⚪ n/a,50,"High LCP (avg: 9.5s), Layout Shift (avg: 0.216)",foodlovertour.com,n/a,n/a,n/a,n/a,Local Food Tours Across Europe & Beyond | Food Lover Tour®,33,17.7 s,0.353,18.6 s,67,1.4 s,0.079,3.8 s,🔴 High (Slow),⚪ n/a,42,Poor,7473.2,2010.9,140.3,n/a,Yes,3,n/a,n/a
foodlovertour.com,https://foodlovertour.com,EMEA,n/a,n/a,2.1 s,0.036,n/a,1.3 s,🟢 Stable,⚪ n/a,50,"High LCP (avg: 9.5s), Layout Shift (avg: 0.216)",foodlovertour.com,n/a,n/a,n/a,n/a,Local Food Tours Across Europe & Beyond | Food Lover Tour®,33,17.7 s,0.353,18.6 s,67,1.4 s,0.079,3.8 s,🔴 High (Slow),⚪ n/a,42,Poor,7473.2,2010.9,140.3,n/a,Yes,3,n/a,n/a
foodlovertour.com,https://foodlovertour.com,EMEA,n/a,n/a,2.1 s,0.036,n/a,1.3 s,🟢 Stable,⚪ n/a,50,"High LCP (avg: 9.5s), Layout Shift (avg: 0.216)",foodlovertour.com,n/a,n/a,n/a,n/a,Local Food Tours Across Europe & Beyond | Food Lover Tour®,33,17.7 s,0.353,18.6 s,67,1.4 s,0.079,3.8 s,🔴 High (Slow),⚪ n/a,42,Poor,7473.2,2010.9,140.3,n/a,Yes,3,n/a,n/a
sardinianaturalparktours.com,https://sardinianaturalparktours.com,EMEA,4.6,644,2.5 s,0.001,n/a,2.4 s,🟢 Stable,⚪ n/a,44,High LCP (avg: 7.7s),Sardinia Natural Park Tours,n/a,n/a,n/a,"If the only thing we did in Sardinia was this boat tour, I could’ve left perfectly content. It was, without a doubt, the highlight of my entire trip. Antonello is incredibly knowledgeable and skilled ..., Tour guide had literally no idea what he was doing. No idea where to stop. No idea what beaches were even listed on the tour. Didn’t even stop at Cala Goloritzè when it literally says we stop there fo..., Wonderful experience at the boat tour with skipper! Silverio is the kindest, super skilled and knowledgeable. He is super friendly and explains a lot about the island. He also gives very clear safety ..., We had a great time on this speedboat tour and got a chance to visit some of the most stunning beaches on the Eastern coast. The tour company was very accommodating and was able to start at a later ti..., Great job 👏🏿 by the crew!!!! Wonderful experience and the crew was absolutely fantastic.  Very fun and willing to help out and make the whole experience fun and informative.  Pictures do not do this p...","Sardinia Natural Park Tours | Tour in barca Sardegna, Italia",44,9.6 s,0,29.2 s,43,5.8 s,0.01,6.1 s,🔴 High (Slow),⚪ n/a,38,Poor,10715.3,2092.0,305.29999999999995,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeUJqkYdKByUI7qkqHWDs6ETADbrTVj6Yuy8f8cxUzOSFvwphhqdD__XPwa-iWzmllUNmzOwlYmkQTt-I95YL-v8HGvnAzlybIOFIbCVUAq526wKlGxmu6T0_RYGIE9jqsfjXIDl-ssH50a2p1fAcU6UtG3iS3ycBnGI3ToM5WPjo12IO410XtAUtKJxu1YY4AX9iMOmN97j5sotEDtj3ggkZRoRKVDRJoqLz5mTI0-BMGmCdGlb95VhfgG_lIN7lBnpzpoFiI-yrM_MGTrRXGd8bF9FYLw5BdF7XUl1mh1qnLqzlcpJ8fvKy6fEC9JYNbBwxb0lEo&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,39.9910064,9.691488
vynea.pt,https://vynea.pt,EMEA,n/a,n/a,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,66,High LCP (avg: 10.5s),vynea.pt,n/a,n/a,n/a,n/a,Vynea Wine Tourism | Wine and Food Tours in Portugal,63,18.7 s,0.001,23.6 s,69,2.4 s,0.038,4.4 s,🟡 Borderline,⚪ n/a,61,Needs Improvement,35.2,1288.4,147.5,n/a,Yes,2,n/a,n/a
berlinonbike.de,https://berlinonbike.de,EMEA,4.8,2655,1.7 s,0.002,n/a,1.5 s,🟢 Stable,⚪ n/a,63,High LCP (avg: 2.5s),Berlin on Bike - Radtouren & Fahrradverleih,n/a,n/a,n/a,"The highlights tour was fun with a lots of history and context provided along with the way. Berlin is easy to get around on, and traffic even of a weekday isn't an issue.  The order of the sites was w..., Mat, Isabella and Bret were all superb!!!! They shared many detailed historical and cultural insights in such a pleasant and entertaining way!!!, What a great morning we had!  Brendon was superb in showing us the sights, explaining the history and being incredibly patient with me as a novice cyclist!  A big shout out to Pit who was super helpfu..., A perfect balance of city stories and a bike ride! Our guide Brendan was very professional – it’s clear he’s passionate about history and what he does. The route itself was easy, with a coffee break i..., Such a great tour, mat was very friendly and knowledgeable! This was the most perfect thing to do for our first day in Berlin.",Geführte Fahrradtouren & Radtouren in Berlin | Berlin on Bike,52,3.9 s,0.01,18.2 s,74,1.2 s,0.002,5.0 s,🟡 Borderline,⚪ n/a,58,Needs Improvement,895.5999999999999,2313.1000000000004,201.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdIoF-VzV_n4WLgnSHq_ZDkpj39MqyTzI2xuySugdickmTRcbMRXhhnngwxwSw3qGrHpc5fBGvg22LtQTQ30vx-RvrDumufT6JdtRcpY2sqkfLa0VAa0rDv99FD49qaEnG6yNHU7MPHaHpQ9ljg-wrZCTvHXWhhFfn5Xbl-zLKnFV2-liaqZpsjlbaEFQEzzO-F-cnEgNzoHRXbZkGvqmwSG3AseYZwi1GjdhCNSFsw1U777hjhQPU3y-b00bZj6DpnXxBW-jyLOAX7z_rYoFwIZXboMo12vgfCHrUaYlO6lzd-iLTeXpwtNxKPnn8cukmOn0jJmOw&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,52.5401406,13.4134559
romeyourwaytours.com,https://romeyourwaytours.com,EMEA,3.2,104,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,62,Layout Shift (avg: 0.909),Rome Your Way Tours,n/a,n/a,n/a,"All of our 6 days in Rome were planned carefully. We scheduled and paid $230 for this tour of the Colosseum and Palatine Hill . Originally the tour was scheduled to start at 9:45 am when it's not so h..., Only the Vatican Museum was offered, while the Vatican Museum (where we spent two hours), the Sistine Chapel (closed following the Pope's death, but no financial compensation was offered), and St. Pet..., Our guide lady was really patient and knowledgeable. She managed to show us loads and gave us enough time to take pictures. She knew all the best spots to do so. I really enjoyed the trip. There were ..., Booked Vatican tour months in advance for our honeymoon. Less than two days before our tour they emailed asking us (!!) to cancel our tour through Viator because they cannot do the tour, and now we’re..., My friend and I did the skip the line Colosseum and Ancient Rome tour. It was the only tour we did on our trip and it was fantastic! Our tour guide Elizabeth knew everything and answered all our quest...",Rome Your Way Tours | Tours of Rome in Six Languages,58,3.9 s,1.001,14.1 s,65,0.9 s,0.818,3.1 s,🟡 Borderline,⚪ n/a,58,Needs Improvement,20.0,1182.1,144.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcU20FwYOfKrhg8mwHkwUgkLb-QJe3WSGpL-oMPQ1cVTbyPSpdKgf2Oig5rXBkFohZ1Lpb_dyT4mD8dlHsuvbYNjlC0pl0V-r2fMpYXz_7f_1zEJor8tMDa6g3HqpURcj-QxOraMHmCc17qB1ZvfB4Xe2yQ_u1jc2mHxuBSbfYdU-mhc7s_TwbrxbFvtCcLWqE5N7AM8S3eV6g4Qw5UXIM-JRCs-CTGGgTCi1YG_6e1a7fvzdvxdunXMooBXCIRMNL02fQZIqOOChEQRJqDjgamnHNQUcE6CDXsg1n8P4w5-pfyO996jCPD58xKUcEaqss68LvMVGByx60zrkqNPJUXNafAydxZPZpsofPSFP2cMrBgA2CwNkyQ5v0yQW8yrELIxUduhU_KD6DjfZc4f8FqcxrwSA7axQspZoaIvSqpaslVAjJ4X2zIw0qjttL69EbXd4qGc_Yo5u7Zp-tCIUGDoEBhlb4JqKFCWNQldkabQDQ2LZaFfC10cXUVd3NUb-RJNpYM3h-Ah1OeDoCqwYJpAm0OjrskwiC1dOUIuyA85hBUbn2qGQhWlk2mtOVunR3iUih4JMn5Lqerhfa6t6SqjAYsjV5HsMyAhdSxoz3lT6-K4wOVpLvV-W6jvzgB&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,41.90146469999999,12.5039809
seasportsmallorca.com,https://seasportsmallorca.com,EMEA,4.8,1714,1.7 s,0.002,n/a,1.4 s,🟢 Stable,⚪ n/a,68,High LCP (avg: 4.7s),"MONKEY BUGGY - JETSKI - PARASAILING | Cala Millor, Mallorca",n/a,n/a,n/a,"Fantastic experience on the Artá Caves jet ski tour. Everything from booking online to arriving and getting set up was very simple. Lovely, fun hour out on the sea. Would definitely book again. Thanks..., Great experience for my girlfriend’s birthday. We both enjoyed

Instructor was very polite and made the experience more enjoying than daunting!

Worth the money and more!!, Happy to have participated in the buggy ride with the Monkey family, very fun, very well supervised, stop at a beautiful panoramic view then at a magnificent cove to finish in style, great team! I rec..., Great experience, friendly staff definitely recommend. We did parasail and jet ski, Had the hour tour. Amazing experience. The staff are amazing and friendly. Great tour and jet skis are great, modern and looked after. Short transfer from harbour to sea in boat before getting on jet ...","Sea Sports Mallorca | Actividades acuáticas en Mallorca, España",70,7.5 s,0.029,14.3 s,67,1.9 s,0.063,4.9 s,🟡 Borderline,⚪ n/a,64,Needs Improvement,678.3000000000001,1726.1,199.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpcBOtQx3o5D8zUEJ789hBOjMxYksJBAHiIBTF5atPEfy96bLmLkMg1yFyIhZcfVIrpY6mVPf3H1kAgOGNQoUXIPPUs3ftZ2ET9daRdsnaFuxyPi9FELE51HSfRt_604CXzLLVUf0uKNhUIydsIKldoEfil4eEe2qoe41dT3rk18jEmWLX1eTV_jE2-m2VdvzIOTeG5pGEYPWYYojQHVTyrmAeKxXtSTU84FUxbMb9EaF0pAzeXZWBN2gNREQlnaMfhuRooMvB1J41FEUA-CfFr3m53QxbIs5EgtkFYFimWACNQGnWjMNqZXc8FlUN_LdBxQxvtz88Q&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,39.6136709,3.3911108
foodlovertour.com,https://foodlovertour.com,EMEA,n/a,n/a,2.1 s,0.036,n/a,1.3 s,🟢 Stable,⚪ n/a,52,"High LCP (avg: 6.9s), Layout Shift (avg: 0.189)",foodlovertour.com,n/a,n/a,n/a,n/a,Local Food Tours Across Europe & Beyond | Food Lover Tour®,41,12.5 s,0.341,18.2 s,63,1.3 s,0.036,5.7 s,🔴 High (Slow),⚪ n/a,44,Poor,7473.2,2010.7,140.3,n/a,Yes,3,n/a,n/a
mikesbiketours.com,https://mikesbiketours.com,EMEA,4.5,579,1.9 s,0.0,n/a,1.6 s,🟢 Stable,⚪ n/a,68,High LCP (avg: 5.8s),Mike's Bike Tours & Rentals,n/a,n/a,n/a,"Excellent tour of Neuschwanstein Castle with Tyler and Patrick!  We especially enjoyed biking with such an amazing, scenic backdrop.  The ride up was very comfortable and our group was fun!  Everythin..., Great 4 hour tour courtesy of Greg, a few weeks back.

As part of my 17-man stag do, Greg took us around lots of brilliant places in Munich and was very knowledgeable and friendly.

Great stop half wa..., We had a most enjoyable scenic, safe and informative tour with Matthew. We learned about the history of Munich, visited churches, historical buildings, rode through  the English garden, stopped for a ..., We did a tour with Dave on a Sunday.  Hands down one of the best bike tours I’ve done, and one of the most amazing days in Munich we had.  Thank you for the beer, the discussion, the point of view and..., Did the classic bike tour with our guide Matt from Australia. We had such an amazing day. Worth every cent. We cannot recommend this tour enough to get to know the sights of Munich. Got off the plane ...","Mike's Bike Tours | Bike Tours and Rentals - Munich, Germany",62,10.5 s,0,17.4 s,74,1.0 s,0.001,4.9 s,🟡 Borderline,⚪ n/a,63,Needs Improvement,21.6,2255.7,203.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdEHJLAS9kBcve1s-1kuKi0wSlqpbUU3DPwruKsiZeBua0KwtISNE7HtI2L_86fxZtoO-5LcMx5bv3TZqp_FhR92XwT-pYDp_IEDrSMmnD90t7of0t5pFQmYpyP_vqHRk87NOpOlmzBRU8zJ3NGZgIFNZo3-p8Nf_mFu2trlErFSqsByU59fD7bgns2w1bz3yX0feTjNapJDNX00Y4uUJSbIa-cn8xKQ1nJRBc_rvxjtbTMQ5dpZORc8B6jnDwykvm-GgGZJGaye8edo9Rxk3pPIsr8Wr_CH-GvLB9YhKzXUfSnHYU_HccBMohuY9wVm9nd8iI5&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,48.1368737,11.5804179
foodlovertour.com,https://foodlovertour.com,EMEA,n/a,n/a,2.1 s,0.036,n/a,1.3 s,🟢 Stable,⚪ n/a,60,"High LCP (avg: 6.7s), Layout Shift (avg: 0.191)",foodlovertour.com,n/a,n/a,n/a,n/a,Local Food Tours Across Europe & Beyond | Food Lover Tour®,45,11.9 s,0.316,17.2 s,76,1.4 s,0.065,3.6 s,🔴 High (Slow),⚪ n/a,52,Needs Improvement,7144.7,1918.9,140.4,n/a,Yes,3,n/a,n/a
foodlovertour.com,https://foodlovertour.com,EMEA,n/a,n/a,2.1 s,0.036,n/a,1.3 s,🟢 Stable,⚪ n/a,60,"High LCP (avg: 6.7s), Layout Shift (avg: 0.191)",foodlovertour.com,n/a,n/a,n/a,n/a,Local Food Tours Across Europe & Beyond | Food Lover Tour®,45,11.9 s,0.316,17.2 s,76,1.4 s,0.065,3.6 s,🔴 High (Slow),⚪ n/a,52,Needs Improvement,7144.7,1918.9,140.4,n/a,Yes,3,n/a,n/a
sunlines.fi,https://sunlines.fi,EMEA,4.5,159,2.3 s,0.0,n/a,1.8 s,🟢 Stable,⚪ n/a,94,"Mobile bonus (+2), Desktop bonus (+2)",SunLines Cruises,n/a,n/a,n/a,"Surprisingly fun experience. Came for a corporate party, and we cruised for about 5 hours. As it was a coastal cruise, the ride was smooth, with no waves.

Boat was split into two floors, both enclose..., Great experience. The buffet is salad based and doesn’t offer many options, so better set the expectation right. The vessel travels around the nearby islands, which is a good opportunity to see the vi..., That was really amazing 4 hours! I decided to have my bachelorette party and it was the right choice. We had several jugs of cocktails (sangria, mojito), danced, listened 80-90s hits, enjoyed fantasti..., Nice service and views, it was nice, but the drunken men spoiled it a bit. perhaps a bit too much of dump dump dump music, or i am too old ;-). some of staff ok, but some not so and looked harassed and gir lat the bar wasver...",Bileristeilyt ja tilausristeilyt​ Helsingissä | SunLines,89,3.8 s,0,3.8 s,100,0.8 s,0.001,0.8 s,🟢 Stable,⚪ n/a,98,Good,479.40000000000003,0.0,0.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpe40yjHNPKf1QRE3g0slLXiJp2GueJaiV8Pj67uvn9CNUMArgyHk-mDuKCcUk73eQ0tTAT2mRMHdhZFL2Jm0t4L5oOSlhgx11P1rp_UI7vfm8sT5gJj_r8mTDBJ-hxwmlRRXvs13_XaGwxLCctLqyLcrRzk_5giGIcrn3G2SDkqCLwMkTcJkfdGe2Y_nrM1AIl5GnzvpGDlTe-N_l539s-qtsi-QN1CuvqEkQSHeTZSzo8WlVfrbjH5Xp2E7uv9kqYZxXxXonYf2b6t2gTvd3UHmw_dJmWuV2kejDTo8TG79O1pHYQnFF_YAksbDljaQxtF8ynlgrI&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,60.1674863,24.9561934
foodlovertour.com,https://foodlovertour.com,EMEA,n/a,n/a,2.1 s,0.036,n/a,1.3 s,🟢 Stable,⚪ n/a,52,"High LCP (avg: 9.3s), Layout Shift (avg: 0.240)",foodlovertour.com,n/a,n/a,n/a,n/a,Local Food Tours Across Europe & Beyond | Food Lover Tour®,35,17.2 s,0.43,18.5 s,68,1.4 s,0.05,3.8 s,🔴 High (Slow),⚪ n/a,44,Poor,7473.2,2011.4,140.4,n/a,Yes,3,n/a,n/a
leedscookeryschool.org.uk,https://leedscookeryschool.org.uk,EMEA,4.7,3,n/a,n/a,n/a,n/a,⚪ n/a,⚪ n/a,68,"High LCP (avg: 5.9s), Desktop bonus (+2)",Leeds Cookery School - Kirkgate Market,n/a,n/a,n/a,"Leeds Cookery School – Street Food Meze Creations
I recently attended the Street Food Meze Creations class at Leeds Cookery School and had a great time. The small group size meant we could see everyth..., Our second time at the cookery school.
Brilliant experience and made even better because Dan hosted the class.
We did the Jamaican class and experienced a very simple recipe that made a piece of fish ..., This morning I had the pleasure of attending a networking event at Leeds Cookery School, and it was an unforgettable experience! I love Caribbean food, but have never actually tried cooking it myself ...",Leeds Cookery School | Cooking Classes in Leeds UK,54,10.4 s,0.021,15.4 s,81,1.4 s,0.009,3.2 s,🟡 Borderline,⚪ n/a,64,Needs Improvement,181.0,1488.3,145.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpdu58kKjUcrA0-I27mtZoZKs0114YIyPA2oMo2H7YOVKfq9bDQ76i_HoG_avqzvAIUonlqLOFpDZvf4q2UPGLYtYSah3PtR3KTLew4lKBMQaqCFSrPWh-MQlSPJxDE3sVMxj9voLpucELBfdI60CH9p3MoiCGuA4Jv2WhV8E9G7YNIbtl1SXa4UKRgMrXDm45Mi-g1cc9wg162viTi-vfFT-LP0VdZUcs-ml93WBaZkkoDf3x9YZJsRqHOwNOH0KZmCiiBfDzH0-hSKgctyzb7MI4Rrsl9v_pQhrQn4ogxtWJRDL54x-Z-fbHLk05OxELdjZnxAAsPkbM2t3eQfijDxT0yxJq-YKbyRkzEMb-GTXPpX3p0THKLX2Ck1kDU_e46ZeyiZuLAd1TVShgRlzZBNixk2Ld1xLL9018mm7cQKWzfi9c4yQ3hvoIVxfiUWRoZfvYCQSqsDpVJpnXr1oy3ErZftKTouG9O31shC_LFmWLy6AwERZYTFLtqghaA9NPc5dJICFWMZ_HyJQUkAE8DiWWg7AicSzfX7vpi0lOQRwK4_JZISIo7dtr4KlJvwX3izHr9rkhZ0CRWvB_gBPVS4HlELzr1lRf1VCXvmp1H2tJ8UGUVIn05ZziPRyJmrgixNgmqEu8jmfkjh9-WQucTFNvw&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,2,53.7968398,-1.5391439
visitnordfjordeid.no,https://visitnordfjordeid.no,EMEA,4.7,123,2.2 s,0.0,n/a,1.9 s,🟢 Stable,⚪ n/a,77,"High LCP (avg: 6.3s), Desktop bonus (+2)",Visit Nordfjord AS,n/a,n/a,n/a,"Scenery absolutely stunning, you need to visit!!!, We rented a car for 1 day while in town for a cruise.

Check in and out were extremely fast (15 min in, 5 min out). They also helped us last second by finding us a car seat when ours didn't fit.

The ..., We rented an electric car. It was available right as we walked off the ship. We had more than enough charge to go the the glacier and back with several stops. No fuel or charge need before the return...., The help they gave was very usefull and they were very enthusiastic about the place!, We was in contact with turist information, but we get wrong  information, missed time and money for drive to ferry- what not driving at all in this time. Not recommended",Visit Nordfjordeid | Norway Shore Excursions: Tours & Rentals,65,10.7 s,0.006,16.4 s,89,2.0 s,0.001,3.0 s,🟡 Borderline,⚪ n/a,74,Needs Improvement,57.5,1356.6,159.0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpfOL750KBd43yfrnepYCdzQrERWv58xhUhxHNw7Y7jWB64ta0Gu_WzUE0Q1fap3mJmbD4bFxIkd4Ux8S3yXzjqXMhJ7mWt-PL1JoBBfgH-vMf0dpFYu-QYYLYBgdXkw0DtV1xg4pOmtDgxVp8fBoJh6-7hIu8B8JclKn19A_0iFe2mi1_ilTN5Ey47QntjBWh0LcGKGDrenHI4PmdGwNg3Gv2lhDhYwJvlumYPeX69QyX27EN25bLdEzfa_XKOayQvftT_ALIVy7Ticg_Mt1qLzg1PRCf-CVb8RJYWKOiCRtobpCl25pfR5GFrOz5hXu5DWw1Syo0U&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,4,61.90404959999999,6.724011999999999
aranislandsbikehire.com,https://aranislandsbikehire.com,EMEA,4.4,421,2.8 s,0.103,n/a,1.7 s,🟡 Borderline,⚪ n/a,55,"High LCP (avg: 2.9s), Layout Shift (avg: 0.988)",Aran Bike Hire,n/a,n/a,n/a,"Excellent, streamlined and efficient service. These guys know exactly what they’re doing and made it so easy for me to book ahead, pick up bike directly after ferry and get on to exploring. I did not ..., So easy to book! We scanned the QR code on a pamphlet on the ferry over and paid online. As soon as the ferry arrived we walked a couple minutes up the way where employees greeted us, and helped us ge..., Great Bike Hire on Inis Mór with Friendly Service

I rented a bike from Aran Bike Hire on Inis Mór and had a fantastic experience. The bikes were well-maintained and comfortable, with options includin..., We rented two electric bikes that made traveling the island a breeze.  Renting was easy and the employees were helpful. Helmets are included.  Splurge and get the electric bikes - you deserve it., Fantastic service. The bikes are literally waiting for you when you step off the ferry. The staff were lovely, there were plenty of different types of bikes to choose from and they were all in excelle...",Home - Aran Islands Bike Hire,45,5.1 s,1.115,16.5 s,65,0.7 s,0.86,3.3 s,🔴 High (Slow),⚪ n/a,47,Poor,658.1,1279.1,168.1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATKogpeb6A85B8sKKvWmLigB7yqT-LOq17_-1Rd9t2Q1MSQn1mTjw5bIN_pbDIODejMenycEXv1ZwvZG5gb2EEdU5UhEQyHKnmNXdYLtKV6V5LuaqBem3hxy0OkXYaUgTQJyL7sfy-NBoIdOMWc-hZaDuIFvx7e6tGfupAcwCtA4LmeqUDYGRvA_xycwpJVfCPp9GvKgtYwCdCpNgmD0zSl0WlKVmyH_COkDNJnsneX1Je9YfruS8gK0CDOhnmXruXqb6mV0dYX8XeaNZD6Bh9H-UJeSeKukwWU7rGulahECHEHb7lZIbkCj8P7zRJtdHmGCrN8lbBOM&key=AIzaSyDDalJbM1XIEiKesmEPZ4RKP1JKh8FL-IQ,Yes,3,53.1192952,-9.6653026
